年,月,地域区分,データ区分,都道府県コード,都道府県名,地域コード,地域名称,人数
2022,1,市区町村,観光来訪者数,1,北海道,1101,札幌市中央区,230903
2022,1,市区町村,観光来訪者数,1,北海道,1102,札幌市北区,12000
2022,1,市区町村,観光来訪者数,1,北海道,1103,札幌市東区,22333
2022,1,市区町村,観光来訪者数,1,北海道,1104,札幌市白石区,5575
2022,1,市区町村,観光来訪者数,1,北海道,1105,札幌市豊平区,22257
2022,1,市区町村,観光来訪者数,1,北海道,1106,札幌市南区,80570
2022,1,市区町村,観光来訪者数,1,北海道,1107,札幌市西区,21758
2022,1,市区町村,観光来訪者数,1,北海道,1108,札幌市厚別区,8635
2022,1,市区町村,観光来訪者数,1,北海道,1109,札幌市手稲区,22142
2022,1,市区町村,観光来訪者数,1,北海道,1110,札幌市清田区,2334
2022,1,市区町村,観光来訪者数,1,北海道,1202,函館市,40787
2022,1,市区町村,観光来訪者数,1,北海道,1203,小樽市,56108
2022,1,市区町村,観光来訪者数,1,北海道,1204,旭川市,112686
2022,1,市区町村,観光来訪者数,1,北海道,1205,室蘭市,9922
2022,1,市区町村,観光来訪者数,1,北海道,1206,釧路市,46759
2022,1,市区町村,観光来訪者数,1,北海道,1207,帯広市,30801
2022,1,市区町村,観光来訪者数,1,北海道,1208,北見市,14296
2022,1,市区町村,観光来訪者数,1,北海道,1209,夕張市,15775
2022,1,市区町村,観光来訪者数,1,北海道,1210,岩見沢市,27831
2022,1,市区町村,観光来訪者数,1,北海道,1211,網走市,30821
2022,1,市区町村,観光来訪者数,1,北海道,1212,留萌市,4647
2022,1,市区町村,観光来訪者数,1,北海道,1213,苫小牧市,40741
2022,1,市区町村,観光来訪者数,1,北海道,1214,稚内市,12015
2022,1,市区町村,観光来訪者数,1,北海道,1215,美唄市,5590
2022,1,市区町村,観光来訪者数,1,北海道,1216,芦別市,11394
2022,1,市区町村,観光来訪者数,1,北海道,1217,江別市,7926
2022,1,市区町村,観光来訪者数,1,北海道,1218,赤平市,41
2022,1,市区町村,観光来訪者数,1,北海道,1219,紋別市,9924
2022,1,市区町村,観光来訪者数,1,北海道,1220,士別市,254
2022,1,市区町村,観光来訪者数,1,北海道,1221,名寄市,20191
2022,1,市区町村,観光来訪者数,1,北海道,1222,三笠市,26203
2022,1,市区町村,観光来訪者数,1,北海道,1223,根室市,2823
2022,1,市区町村,観光来訪者数,1,北海道,1224,千歳市,32809
2022,1,市区町村,観光来訪者数,1,北海道,1225,滝川市,5954
2022,1,市区町村,観光来訪者数,1,北海道,1226,砂川市,1321
